id,raw_no,category,year,event_name,period,start_date,end_date,venue,host,organizer,phone,fax,email,homepage
1031,1031,전시회,2017,"2017 오토모티브위크 ",2017.09.08~2017.09.10,2017-09-08,2017-09-10,"전시홀 2,전시홀 3,전시홀 4,전시홀 5B",주식회사 킨텍스,"전국자동차검사정비사업조합연합회, 한국자동차기술인협회, 한국자동차튜너협회, KINTEX",--,--,auto@kintex.com,http://www.automotiveweek.co.kr/2017/
1032,1032,전시회,2017,2017 친환경 탈것 한마당 (에코비히클쇼),2017.09.08~2017.09.10,2017-09-08,2017-09-10,전시홀 5A,경기도,주식회사 킨텍스,031-995-8247,031-995-8082,auto@kintex.com,ecovehicleshow.com
1033,1033,전시회,2017,2017 오토모티브위크 사전등록,2017.09.08~2017.09.10,2017-09-08,2017-09-10,"전시홀 2,전시홀 3,전시홀 4,전시홀 5B",주식회사 킨텍스,"전국자동차검사정비사업조합연합회, 한국자동차기술인협회, 한국자동차튜너협회, KINTEX",--,--,auto@kintex.com,
1034,1034,전시회,2017,2017 친환경 탈것 한마당 사전등록,2017.09.08~2017.09.10,2017-09-08,2017-09-10,전시홀 5A,주식회사 킨텍스,주식회사 킨텍스,--,--,,
1035,1035,전시회,2017,2017 글로벌소재부품산업대전(IMAC 2017),2017.09.13~2017.09.15,2017-09-13,2017-09-15,전시홀 3,"킨텍스, 경연전람","킨텍스, 경연전람, 한국산업단지공단",031-995-8739,031-995-8088,imac@kintex.com,www.imac21.co.kr
1036,1036,전시회,2017," 2017 글로벌모바일비전(GMV 2017)",2017.09.13~2017.09.15,2017-09-13,2017-09-15,전시홀 4,"산업통산자원부, 미래창조과학부","코트라, 킨텍스",031-995-8229,--,bighead@kintex.com,"www.gmv.or.kr "
1037,1037,전시회,2017,2017 로보월드,2017.09.13~2017.09.16,2017-09-13,2017-09-16,"전시홀 1A,전시홀 1B,전시홀 2",산업통상자원부,"(사)한국로봇산업협회, 한국로봇산업진흥원, 제어로봇시스템학회",070-4451-1361,02-780-3062,info@robotworld.or.kr,www.robotworld.or.kr
1038,1038,전시회,2017,케이샵 2017,2017.09.14~2017.09.16,2017-09-14,2017-09-16,전시홀 8A,(주)킨텍스,"킨텍스 ",031-810-8072,031-810-8083,kshop@kintex.com,http://www.kshop.org/2017/
1039,1039,전시회,2017,제41회 프랜차이즈산업박람회,2017.09.14~2017.09.16,2017-09-14,2017-09-16,전시홀 7,"한국프랜차이즈산업협회, 킨텍스",,02-3471-8136,--,"css@ikfa.or.kr, boseo@kintex.com",http://kfaexpo.kr/main.html
1040,1040,전시회,2017,2017 대한민국에너지대전,2017.09.19~2017.09.22,2017-09-19,2017-09-22,"전시홀 4,전시홀 5",산업통상자원부,한국에너지공단,031-260-4390,031-260-4388,whynot8825@energy.or.kr,www.koreaenergyshow.or.kr
1041,1041,전시회,2017,한국포장전 2017,2017.09.19~2017.09.22,2017-09-19,2017-09-22,"전시홀 7,전시홀 8A",월간포장타임즈,㈜엑스포서비스,031-698-2813,031-698-2815,hpshow@naver.com,www.hpack.org
1042,1042,전시회,2017,제 17회 코베 베이비페어,2017.09.21~2017.09.24,2017-09-21,2017-09-24,"전시홀 2,전시홀 3",(주)이상엠앤씨,(주)이상엠앤씨,1544-6071-1,0505-299-6708,cobe@esangmnc.com,www.cobe.co.kr
1043,1043,전시회,2017,"2017 키덜트 & 코믹스, 캐릭터페어",2017.09.21~2017.09.24,2017-09-21,2017-09-24,,네모전람,네모전람,02-786-9231,--,nemofairs@gmail.com,
1044,1044,전시회,2017,제9회 대한민국 뷰티박람회,2017.10.12~2017.10.15,2017-10-12,2017-10-15,"전시홀 3,전시홀 4,전시홀 5",주식회사 킨텍스,"킨텍스, 코트라",031-995-8042,--,kbeautyexpo@kintex.com,www.k-beautyexpo.co.kr/
1045,1045,전시회,2017,2017 슈퍼맘페어(엄마들이 만든 따뜻한 마켓),2017.10.13~2017.10.15,2017-10-13,2017-10-15,"제1전시장 3,4홀 출입구 야외광장",킨텍스,"(주)룰루랄라, 주노라-주말에 놀러다니는 아이들",031-814-3318,--,bkkim@rulla.co.kr,http://blog.naver.com/hopeguri
1046,1046,전시회,2017,제14회 한국 자동차산업 전시회,2017.10.18~2017.10.20,2017-10-18,2017-10-20,"전시홀 7,전시홀 8","(재)아인글로벌, 코트라",,031-433-0023,031-433-0302,kjsb2@ainglobal.org,www.koaashow.com
1047,1047,전시회,2017,2017 카페&베이커리페어,2017.10.18~2017.10.21,2017-10-18,2017-10-21,"전시홀 9B,전시홀 10A",주식회사 미래전람,(주)미래전람,02-2238-0346,02-2238-0348,cafe_bakery@naver.com,www.cafenbakeryfair.com
1048,1048,전시회,2017,2017 호텔쇼,2017.10.18~2017.10.21,2017-10-18,2017-10-21,전시홀 10B,"(주)미래전람, 월간호텔&레스토랑",(주)미래전람 / 월간호텔&레스토랑,02-2238-0345~7,02-2238-0348,hotelshow2014@naver.com,www.hotelshow.co.kr
1049,1049,전시회,2017,2017 한국기계전,2017.10.24~2017.10.27,2017-10-24,2017-10-27,"전시홀 1A,전시홀 2,전시홀 3,전시홀 4,전시홀 5",한국기계산업진흥회,한국기계산업진흥회,02-369-7824,02-369-7899,exhibit@koami.or.kr,www.komaf.org
1050,1050,전시회,2017,2017 서울국제공구전,2017.10.24~2017.10.27,2017-10-24,2017-10-27,전시홀 1,한국공구공업협동조합,한국공구공업협동조합,02-711-0989,02-3272-5059,7110989@naver.com,www.tooltechkorea.com
1051,1051,전시회,2017,금속산업대전 2017,2017.10.24~2017.10.27,2017-10-24,2017-10-27,"전시홀 7,전시홀 8",한국전람(주),"한국전람㈜, 한국파스너공업협동조합, 한국펌프공업협동조합, 대한용접협회",02-783-8261,02-784-6810,fair@ktfairs.com,www.ktfairs.com
1052,1052,전시회,2017,제54회 전국도서관대회,2017.10.25~2017.10.26,2017-10-25,2017-10-26,전시홀 9B,(사)한국도서관협회,(사)한국도서관협회,02-535-4868,02-535-5616,,http://conference.kla.kr
1053,1053,이벤트,2017,2017 이승철 콘서트 [COME BACK] - 일산,2017.10.28~2017.10.28,2017-10-28,2017-10-28,전시홀 9A,"(주)제이제이팩토리, (주)배로메이드, (주)킹앤아이컴퍼니 ","㈜진엔원뮤직웍스, ㈜인터파크 ",02-2279-6581,02-2279-6582,,
1054,1054,전시회,2017,2017 대한민국우수상품전,2017.11.01~2017.11.04,2017-11-01,2017-11-04,"전시홀 1,전시홀 2,전시홀 3","경기도, 전국중소기업지원센터협의회","경기도경제과학진흥원, KOTRA",031-888-6580,031-259-6258,gfair1@gbsa.or.kr,www.gfair.or.kr
1055,1055,전시회,2017,2017 진로직업체험박람회,2017.11.02~2017.11.04,2017-11-02,2017-11-04,전시홀 9,"한국전문대학교육협의회, 경기도교육청",전국진로진학상담교사협의회,02-364-1504,02-364-1584,tegea@kcce.or.kr,http://jobexpo.kcce.or.kr
1056,1056,전시회,2017,국제주방&욕실박람회,2017.11.02~2017.11.05,2017-11-02,2017-11-05,전시홀 7,"TV조선, 더페어스","TV조선, 더페어스",031-697-8260,--,kinba@kinba.co.kr,www.kinba.co.kr
1057,1057,전시회,2017,디자인코리아 2017,2017.11.08~2017.11.12,2017-11-08,2017-11-12,"전시홀 4,전시홀 5","산업통상자원부  ",한국디자인진흥원,031-780-2164,--,kem7925@kidp.or.kr,www.designkorea.or.kr
1058,1058,전시회,2017,시니어리빙&복지박람회,2017.11.09~2017.11.11,2017-11-09,2017-11-11,"전시홀 2,전시홀 3",(주)킨텍스,"킨텍스, 대한노인회, 한국고령친화산업용품협회, 대한실버산업협회, 한국복지용구판매협회, (사)50플러스코리안,한국보조기기산업협회, 실버산업전문가포럼",031-995-8048,031-995-8779,sendex@kintex.com,www.sendex.co.kr
1059,1059,전시회,2017,마이스타일 트렌드페어 2017,2017.11.09~2017.11.11,2017-11-09,2017-11-11,"전시홀 1A,전시홀 1B","포천시, (재)경기대진테크노파크, 서울테크노파크, 포천상공회의소, (사)동반성장연구소, 중부일보","브릿지경제신문사, 한국경제발전협동조합, ㈜성박",02-6929-0806,02-2069-2130,mstfair@naver.com,www.mstfair.kr
1060,1060,전시회,2017,제26회 국제임신출산_육아용품박람회(맘앤베이비엑스포),2017.11.09~2017.11.12,2017-11-09,2017-11-12,"전시홀 7,전시홀 8",(주) 유아림,,02-2236-2771,02-523-7051,expo@yuarim.com,www.momnbabyexpo.co.kr
1061,1061,전시회,2017,코리아우드쇼 2017,2017.11.09~2017.11.12,2017-11-09,2017-11-12,전시홀 10A,(주)미디어우드,㈜미디어우드,02-848-6025,02-848-6028,peach@mediawood.co.kr,www.koreawoodshow.org
1062,1062,전시회,2017,2017 한국골프용품전,2017.11.09~2017.11.12,2017-11-09,2017-11-12,전시홀 10B,(주)SBS플러스,(주)코어엑스포,02-6938-1476,--,lake@sbs.co.kr,http://golf.sbs.co.kr
1063,1063,이벤트,2017,휘성 라이브 콘서트,2017.11.12~2017.11.12,2017-11-12,2017-11-12,전시홀 9A,제이티앤미디어(주),,--,--,,
1064,1064,전시회,2017,제3회 대한민국 안전산업박람회,2017.11.15~2017.11.17,2017-11-15,2017-11-17,"전시홀 2,전시홀 3B,전시홀 4","행정안전부, 산업통상자원부, 경기도","코트라, 킨텍스",031-995-8747,--,ksafetyexpo@kintex.com,http://www.k-safetyexpo.com
1065,1065,전시회,2017," 2017 첨단농축산기자재전시회",2017.11.15~2017.11.17,2017-11-15,2017-11-17,전시홀 9,"킨텍스, 농업기술실용화재단",킨텍스,031-995-8143~8215,031-995-8088,kiafe@kintex.com,www.kiafe.kr
1066,1066,전시회,2017,2017 국제도로교통박람회,2017.11.15~2017.11.17,2017-11-15,2017-11-17,전시홀 1,"킨텍스, 한국도로협회","킨텍스, 한국도로협회",031-995-8246,031-992-8082,rotrex@kintex.com / rotrex@kroad.or.kr,http://www.road-traffic.com/fairDash.do
1067,1067,전시회,2017,2017 기상기후산업 박람회,2017.11.15~2017.11.17,2017-11-15,2017-11-17,전시홀 3A,기상청," 한국기상산업기술원, 킨텍스, 에너지경제 ",031-995-8092,031-995-8082,meteo@kintex.com,http://meteoexhi.kr/
1068,1068,전시회,2017,메가쇼 2017 시즌 II,2017.11.16~2017.11.19,2017-11-16,2017-11-19,"전시홀 7,전시홀 8A,전시홀 8B",메가쇼,,02-6677-3477,02-6677-0477,megashow@megashow.co.kr,www.megashow.co.kr
1069,1069,전시회,2017,2017 대한민국 과일산업대전,2017.11.17~2017.11.19,2017-11-17,2017-11-19,전시홀 10A,농림축산식품부,한국과수농협연합회,054-534-8003,--,breeze0113@sunplus.or.kr,www.과일대전.com
1070,1070,이벤트,2017,스푼 아트쇼 2017,2017.11.22~2017.11.26,2017-11-22,2017-11-26,전시홀 5,아시아 아트넷 위원회,"스푼 아트쇼 조직위원회, 금산갤러리, ㈜휴로인터랙티브",070-7854-8866,031-441-5115,spoonartshow@gmail.com,k-spoonartshow.com
1071,1071,전시회,2017,2017 대한민국 미래교육박람회,2017.11.23~2017.11.25,2017-11-23,2017-11-25,"전시홀 3,전시홀 4",교육부,"서울특별시교육청, 한국교육학술정보원",02-3475-2619,053-714-0193,info@edufuture.kr,www.edufuture.kr
1072,1072,전시회,2017,한이음 엑스포 2017,2017.11.24~2017.11.25,2017-11-24,2017-11-25,전시홀 1A,과학기술정보통신부,정보통신기술진흥센터 / 한국정보산업연합회,02-2132-0712,02-782-1266,hanium@fkii.org,www.haniumexpo.kr
1073,1073,전시회,2017,SW 중심대학 전시관,2017.11.24~2017.11.25,2017-11-24,2017-11-25,전시홀 1B,과학기술정보통신부,정보통신기술진흥센터 / SW중심대학협의회,--,042-612-8409,younkj@iitp.kr,
1074,1074,전시회,2017,2017 SW교육 페스티벌,2017.11.24~2017.11.25,2017-11-24,2017-11-25,전시홀 2,과학기술정보통신부,"한국과학창의재단, 정보통신산업진흥원, 정보통신기술진흥센터",--,02-2110-0671,proarm@kofac.re.kr,www.software.kr
1075,1075,전시회,2017,2017 대한민국펫산업박람회(2017 케이펫페어 일산),2017.11.24~2017.11.26,2017-11-24,2017-11-26,"전시홀 7,전시홀 8",(사)한국펫사료협회,(주)이상네트웍스,02-3397-0924,02-6455-0953,kpet@e-sang.net,www.k-pet.co.kr
1076,1076,전시회,2017,"2017 소재부품 뿌리산업 주간 ",2017.11.28~2017.11.30,2017-11-28,2017-11-30,전시홀 4A,한국산업기술진흥원,"한국산업기술진흥원, 한국생산기술연구원, 한국산업기술평가관리원, KOTRA, 한국소재부품투자기관",02-6009-3904,02-6009-3939,mcpw@kiat.or.kr,www.kiat.or.kr
1077,1077,전시회,2017,2017 인사이드 핀테크 컨퍼런스 & 엑스포,2017.11.30~2017.12.01,2017-11-30,2017-12-01,전시홀 6,(주)킨텍스,"킨텍스, Rising Media ",031-995-8074,031-995-8083,,www.insidefintech.co.kr
1078,1078,전시회,2017,제10회 대한민국전시산업전,2017.12.07~2017.12.08,2017-12-07,2017-12-08,전시홀 7A,(사)한국전시주최자협회,(사)한국전시산업진흥회 / (사)한국전시디자인설치협회 / (사)한국전시서비스업협회,02-567-5311,02-6000-6913,allfair@naver.com,www.koreaexpoexpo.org
1079,1079,전시회,2017,2017 경기환경산업전,2017.12.08~2017.12.09,2017-12-08,2017-12-09,전시홀 7B,(주)킨텍스,킨텍스,031-995-8166,031-995-9795,ecofairkorea@kintex.com,http://ecofairkorea.kr
1080,1080,전시회,2017,[1부] 2017 코리아 크리스마스 페어,2017.12.08~2017.12.10,2017-12-08,2017-12-10,"전시홀 3,전시홀 4","킨텍스, 엑스포럼","킨텍스, 엑스포럼",031-995-8182,--,bjsong@kintex.com,www.christmasfair.co.kr
1081,1081,전시회,2017,[1부] 2017 K-베이비키즈페어,2017.12.08~2017.12.10,2017-12-08,2017-12-10,전시홀 5,"킨텍스, 이앤애드","킨텍스, 이앤애드",031-995-8189,--,lsk59@kintex.com,www.momarangfestival.kr
1082,1082,이벤트,2017,2017 던파페스티벌,2017.12.09~2017.12.09,2017-12-09,2017-12-09,전시홀 10,(주)네오플,(주)라온마케팅컴퍼니,--,--,,
1083,1083,전시회,2017,[2부] 2017 코리아 크리스마스 페어,2017.12.15~2017.12.17,2017-12-15,2017-12-17,"전시홀 3,전시홀 4","킨텍스, 엑스포럼","킨텍스, 엑스포럼",031-995-8182,--,bjsong@kintex.com,www.christmasfair.co.kr
1084,1084,전시회,2017,[2부] 2017 K-베이비키즈페어,2017.12.15~2017.12.17,2017-12-15,2017-12-17,전시홀 5,"킨텍스, 이앤애드","킨텍스, 이앤애드",031-995-8189,--,lsk59@kintex.com,www.momarangfestival.kr
1085,1085,이벤트,2017,'재키성 인도어사이클짐나스틱 월드 프로 챔피언쉽 2017' & '2017 재키인의 밤 & 갈라파티',2017.12.16~2017.12.16,2017-12-16,2017-12-16,전시홀 6A,재키성 월드 프로 챔피언쉽 조직위원회,"(사)세계인도어사이클체조연맹, 제이피스아이엔씨",010-5670-9688,032-573-4633,alex@jfis.co.kr,www.jackiecycle.com
1086,1086,이벤트,2017,제1회 2017 잊지않을게요 호국보훈페스티벌,2017.12.16~2017.12.17,2017-12-16,2017-12-17,전시홀 10B,부사관호국영웅선양추모현충기념사업회,케이아트엔터테인먼트,02-2205-0610,02-2205-0611,k-artmidea@naver.com,http://www.hogukfestival.co.kr
1087,1087,이벤트,2017,2017 SECHSKIES 20TH ANNIVERSARY CONCERT TOUR IN GOYANG,2017.12.23~2017.12.24,2017-12-23,2017-12-24,전시홀 5,"YG Entertainment, ㈜타입커뮤니케이션",에스플레이프로젝트㈜,-2935,--,menu9108@naver.com,
1088,1088,전시회,2016,제21회 맘앤베이비엑스포 (국제임신출산_유아교육박람회),2016.01.28~2016.01.31,2016-01-28,2016-01-31,"전시홀 3,전시홀 4",(주) 유아림,(주) 유아림,02-2235-2716,02-523-7051,expo@iyua.net,
1089,1089,이벤트,2016,20th 임창정 전국투어 콘서트 ‘My Story’ - 일산,2016.02.13~2016.02.13,2016-02-13,2016-02-13,전시홀 5A,㈜PS엔터테인먼트,,0000-1670-7018,--,,
1090,1090,전시회,2016,제2회 서울 상조・장례산업 박람회,2016.02.18~2016.02.20,2016-02-18,2016-02-20,전시홀 5A,(주)동아전람,(주)동아전람,02-780-0366,02-780-0368,dongaf@naver.com,"www.dong-afairs.co.kr   "
1091,1091,전시회,2016,2016 동아 선물용품(기프트쇼) 및 차・공예박람회,2016.02.18~2016.02.20,2016-02-18,2016-02-20,전시홀 4A,(주)동아전람,(주)동아전람,02-780-0366,02-780-0368,dongaf@naver.com,"www.dong-afairs.co.kr   "
1092,1092,전시회,2016,2016 서울 국제 안경산업 박람회,2016.02.18~2016.02.20,2016-02-18,2016-02-20,전시홀 3A,㈜동아전람 / 한국안경신문,㈜동아전람 / 한국안경신문,02-780-0366,02-780-0368,dongaf@naver.com,"www.dong-afairs.co.kr   "
1093,1093,전시회,2016,2016 경향하우징페어/리빙앤라이프스타일,2016.02.24~2016.02.28,2016-02-24,2016-02-28,"전시홀 1,전시홀 2,전시홀 3,전시홀 4,전시홀 5",(주)이상네트웍스,(주)이상네트웍스,02-3397-0066,02-3397-0067,fair@e-sang.net,"www.khfair.com  "
1094,1094,전시회,2016,ADVANCED TECH KOREA 2016,2016.03.09~2016.03.11,2016-03-09,2016-03-11,전시홀 8,디지털기술,"디지털기술, 마이스포럼",031-388-6311,031-388-6310,tpk2100@naver.com,www.tpkorea.org
1095,1095,전시회,2016,2016 자동차 경량화 기술 산업전,2016.03.09~2016.03.11,2016-03-09,2016-03-11,전시홀 7B,디지털기술,"디지털기술, 마이스포럼",031-388-6311,031-388-6310,tm2100@naver.com,www.evcfair.com
1096,1096,전시회,2016,2016 SBS골프 대한민국 골프대전,2016.03.17~2016.03.20,2016-03-17,2016-03-20,"전시홀 1,전시홀 2,전시홀 3",(주)SBS골프,㈜코어엑스포,02-6938-1476,02-6938-1499,lake@sbs.co.kr,http://www.koreagolffair.com
1097,1097,전시회,2016," 코베-베이비&에듀페어",2016.03.24~2016.03.27,2016-03-24,2016-03-27,"전시홀 3,전시홀 4",(주)이가전람,코베,-7615,--,cobe@cof.co.kr,http://koreababyfair.co.kr/
1098,1098,전시회,2016,2016 OMC 헤어월드 & 인터뷰티페어 코리아,2016.03.27~2016.03.29,2016-03-27,2016-03-29,"전시홀 7,전시홀 8","(사)대한미용사회중앙회, 서울전람(주)",서울전람(주),02-529-0691,02-529-0695,hairworld@seoulfairs.com,www.hairworld2016.kr
1099,1099,전시회,2016,2016 국방부 전역예정장병 취업박람회,2016.03.30~2016.03.31,2016-03-30,2016-03-31,전시홀 10A,대한민국 국방부,국방전직교육원,02-2186-9295,02-567-5450,moti@incruit.com,https://moti.incruit.com/
1100,1100,전시회,2016,2016 코리아 나라장터 엑스포		,2016.03.30~2016.04.01,2016-03-30,2016-04-01,"전시홀 4,전시홀 5","조달청, 경기도, 고양시, 중소기업중앙회","(사)정부조달우수제품협회, 킨텍스, (사)정부조달마스협회		",031-995-8283,031-995-8785,koppex@koppex.com,www.koppex.com
1101,1101,전시회,2016,2016 스위트 코리아 (디저트&팬시푸드 페스티벌),2016.03.31~2016.04.03,2016-03-31,2016-04-03,,"엑스포럼, 월간COFFEE","엑스포럼, 월간COFFEE",02-6000-6693~6696,02-2051-3326,"info@sweetkorea.kr ",www.sweetkorea.kr
1102,1102,전시회,2016,2016 매경 창업&프랜차이즈쇼,2016.03.31~2016.04.03,2016-03-31,2016-04-03,전시홀 1,"매일경제, MBN",엑스포럼,02-6000-6693~6672,02-2051-3326,info@startupexpo.co.kr,www.startupexpo.co.kr
1103,1103,전시회,2016,2016 스위트코리아,2016.03.31~2016.04.03,2016-03-31,2016-04-03,전시홀 2,"엑스포럼, 월간COFFEE",,02-6000-6693,02-2051-3326,info@sweetkorea.kr,www.sweetkorea.kr
1104,1104,전시회,2016,test,2016.04.01~2016.04.01,2016-04-01,2016-04-01,,test,,123-456-0789~,--,,
1105,1105,전시회,2016,2016 플레이쇼 키즈 & 키덜트,2016.05.05~2016.05.08,2016-05-05,2016-05-08,전시홀 9A,한국산업전람(주),한국산업전람(주),031-380-6806~6807,031-380-6808,playshow@kofair.com,www.playshow.kr
1106,1106,전시회,2016,2016 서울국제식품산업대전,2016.05.10~2016.05.13,2016-05-10,2016-05-13,"전시홀 1,전시홀 2,전시홀 3,전시홀 4,전시홀 5,전시홀 6B,전시홀 6C,전시홀 7,전시홀 8",대한무역투자진흥공사,,02-3460-7269~3276,02-3460-7916,info@seoulfood.or.kr,www.seoulfood.or.kr
1107,1107,전시회,2016,"제11회 동아 홈&리빙 페어, 제8회 동아 판촉 및 선물용품(기프트쇼)박람회/제6회 동아 차・공예박람회/ 2016 동아 가구엑스포",2016.05.19~2016.05.22,2016-05-19,2016-05-22,전시홀 7,(주)동아전람,(주)동아전람,02-780-0366,02-780-0368,dongaf@naver.com,"www.dong-afairs.co.kr   "
1108,1108,전시회,2016,제7회 동아 스포츠・레저산업 박람회,2016.05.19~2016.05.22,2016-05-19,2016-05-22,"전시홀 8,2전시장 로비 9-1",(주)동아전람,(주)동아전람,02-780-0366,02-780-0368,dongaf@naver.com,"www.dong-afairs.co.kr   "
1109,1109,전시회,2016,제41회 MBC건축박람회/2016 서울 디지털프린팅・사인엑스포/2016 동아 조명박람회/2016 동아 공공시설 및 조경박람회,2016.05.19~2016.05.22,2016-05-19,2016-05-22,"전시홀 9,전시홀 10",(주)동아전람,(주)동아전람,02-780-0366,02-780-0368,,"www.dong-afairs.co.kr   "
1110,1110,전시회,2016,플레이엑스포,2016.05.19~2016.05.22,2016-05-19,2016-05-22,"전시홀 1,전시홀 2",경기도,"킨텍스, 경기콘텐츠진흥원",031-995-8244,--,playx4@kintex.com,http://www.playx4.or.kr/
1111,1111,전시회,2016,2016 국제로타리 세계대회,2016.05.28~2016.06.01,2016-05-28,2016-06-01,"전시홀 1,전시홀 2,전시홀 3,전시홀 4,전시홀 5,전시홀 6,전시홀 7,전시홀 8,전시홀 9,전시홀 10",국제로타리,"국제로타리·국제로타리 세계대회 호스트조직위원회(HOC) ",031-810-8071,031-810-7172,-,http://www.riconvention2016.org/2016/
1112,1112,전시회,2016,2016 하나투어 여행박람회,2016.06.09~2016.06.12,2016-06-09,2016-06-12,"전시홀 7,전시홀 8,전시홀 10",(주)하나투어,(주)하나투어,02-2127-1000,--,lovephk25@hanatour.com,www.hanatour.com
1113,1113,전시회,2016,제22회 맘앤베이비엑스포 (국제임신출산_유아교육박람회),2016.06.09~2016.06.12,2016-06-09,2016-06-12,"전시홀 4,전시홀 5",(주)유아림,(주)유아림,02-2236-2771,02-523-7051,expo@iyua.net,http://www.momnbabyexpo.co.kr
1114,1114,전시회,2016,시티스케이프 코리아 2016,2016.06.10~2016.06.12,2016-06-10,2016-06-12,전시홀 2A,"(주)한국경제신문, Informa Group","주식회사 플랫폼홀딩스, (주)트루커뮤니케이션즈",02-360-4260~4263,02-360-4503,"info@cityscapekorea.com, csk@hankyung.com",http://www.cityscapekorea.co.kr
1115,1115,전시회,2016,2016 대한민국 명품특산물 페스티벌,2016.06.16~2016.06.19,2016-06-16,2016-06-19,전시홀 10,전국지방신문협의회,KINTEX,031-995-8228,031-810-8088,foodfestival@kintex.com,http://www.foodfestival.co.kr/
1116,1116,전시회,2016,제4회 국제 아웃도어 캠핑페스티벌,2016.06.17~2016.06.19,2016-06-17,2016-06-19,전시홀 9,(주)이가전람,"(주)이가전람  ",-7615,0505-299-6708,"sp@cof.co.kr  ",http://caf.co.kr
1117,1117,전시회,2016,로보유니버스 & VR 서밋,2016.06.22~2016.06.24,2016-06-22,2016-06-24,전시홀 7,(주)킨텍스,"킨텍스, Rising Media",031-810-8182,031-810-8086,vanbs@kintex.com,http://www.robouniverse.co.kr
1118,1118,이벤트,2016,대한민국 온누리 입주 페스티벌,2016.06.24~2016.06.26,2016-06-24,2016-06-26,전시홀 5A,베르크하우스,베르크하우스,02-400-1189,02-400-1109,1kaya@hanmail.net,http://cafe.naver.com/ibju09
1119,1119,전시회,2016,2016 노인 일자리 한마당,2016.06.30~2016.06.30,2016-06-30,2016-06-30,전시홀 4A,"한국노인인력개발원,매경미디어그룹","경기도노인일자리지원센터,MK생애설계센터",031-8035-7581,031-819-0793,sociowell@naver.com,
1120,1120,전시회,2016,K-Farm 2016 귀농귀촌박람회/친환경에코쇼,2016.07.07~2016.07.09,2016-07-07,2016-07-09,전시홀 7A,매경미디어그룹 매경비즈,(주)대한이앤티,02-569-2112,02-569-7070,info@dhent.kr,www.kfarm.co.kr
1121,1121,이벤트,2016,피닉스다트 섬머 페스티벌,2016.07.09~2016.07.10,2016-07-09,2016-07-10,전시홀 7B,(주)홍인터내셔날,(주)홍인터내셔날,02-6124-6724,02-6124-6759,psj1982@darts.kr,http://www.phoenixdart.com/summerfestival/2016
1122,1122,전시회,2016,국제 나노기술 심포지엄 및 나노융합대전,2016.07.13~2016.07.15,2016-07-13,2016-07-15,"전시홀 7,전시홀 8A","미래창조과학부, 산업통상자원부",나노코리아 조직위원회,031-548-2028,031-624-2021,ntrash@nanokorea.net,www.nanokorea.or.kr
1123,1123,전시회,2016,코리아 룩 페스티벌 2016,2016.07.14~2016.07.17,2016-07-14,2016-07-17,전시홀 5,서울신문사,,02-2000-9733,02-2000-9779,tlawmrfl@hanmail.net,kwave.seoul.co.kr
1124,1124,전시회,2016,제1회 피트니스 · 보디빌딩 · 스포츠 아카데미 박람회,2016.07.15~2016.07.17,2016-07-15,2016-07-17,전시홀 4A,(주)첨단,"대한뷰티바디협회, 대한이종격투기연맹, (사)한국스포츠마케팅진흥원, 대한트레이닝협회, PF서비스, ㈜엔트러스트홀딩스, BBMC",02-338-3454,02-6442-9134,trainingweek@hellot.net,www.trainingweek.co.kr
1125,1125,이벤트,2016,롯데백화점 블랙슈퍼쇼,2016.07.27~2016.07.31,2016-07-27,2016-07-31,"전시홀 7,전시홀 8A",롯데백화점,롯데백화점,031-995-7570~7573,02-319-6522,YSCHO@LOTTESHOPPING.COM,http://store.lotteshopping.com/handler/Main-Start
1126,1126,전시회,2016,제6회 국제어린이교육 및 용품박람회,2016.08.04~2016.08.07,2016-08-04,2016-08-07,전시홀 7A,홈덱스 (주),홈덱스 주식회사,02-6671-6005,02-6309-1010,childrenexpo@naver.com,www.children-expo.co.kr
1127,1127,전시회,2016,2016 미베 베이비엑스포 / 미래 유아교육박람회,2016.08.12~2016.08.15,2016-08-12,2016-08-15,"전시홀 3,전시홀 4",미래전람,(주)미래전람,02-2238-0345,02-2238-0348," miraefairs@naver.com",http://www.babyexpo.kr/
1128,1128,전시회,2016,2016 대한민국 국제 관광박람회,2016.08.18~2016.08.21,2016-08-18,2016-08-21,전시홀 7,중앙일보 외 전국 11개 신문사,대한민국 국제 관광박람회 사무국,02-3785-3905,--,ktourism2016@naver.com,"http://www.ktourismshow.com/  "
1129,1129,전시회,2016,2016 한국국제가구 및 인테리어산업대전,2016.08.18~2016.08.21,2016-08-18,2016-08-21,"전시홀 3,전시홀 4",대한가구산업협동조합연합회,"한국금속가구공업협동조합연합회, 한국주택가구협동조합, 한국가구산업협회, (사)경기도가구산업연합회 (사)한국침대협회, 고양시가구협동조합, 포천가구사업협동조합 ",02-2215-8838,02-2215-9729,,www.kofurn.or.kr
1130,1130,전시회,2016,2016 국제접착코팅필름산업전시회,2016.08.24~2016.08.26,2016-08-24,2016-08-26,전시홀 7A,(사)한국접착코팅협회,(사)한국접착코팅협회,032-661-5800,032-656-2587,atemfair@atemfair.kr,www.atemfair.kr
1131,1131,전시회,2016,제8회 동아 스포츠・레저산업 박람회,2016.08.25~2016.08.28,2016-08-25,2016-08-28,전시홀 2,(주)동아전람,(주)동아전람,02-780-0366,02-780-0368,dongaf@naver.com,"www.dong-afairs.co.kr   "
